iter	Passed	Remaining
1768	3310	245
1769	3312	243
1770	3314	241
1771	3317	239
1772	3318	237
1773	3320	235
1774	3321	233
1775	3323	232
1776	3325	230
1777	3327	228
1778	3329	226
1779	3330	224
1780	3333	222
1781	3334	220
1782	3336	218
1783	3337	217
1784	3340	215
1785	3341	213
1786	3343	211
1787	3344	209
1788	3346	207
1789	3348	205
1790	3349	203
1791	3351	201
1792	3353	200
1793	3354	198
1794	3356	196
1795	3358	194
1796	3360	192
1797	3361	190
1798	3363	188
1799	3365	186
1800	3367	185
1801	3369	183
1802	3372	181
1803	3373	179
1804	3375	177
1805	3376	175
1806	3378	173
1807	3380	172
1808	3382	170
1809	3384	168
1810	3386	166
1811	3388	164
1812	3390	162
1813	3391	160
1814	3393	158
1815	3395	157
1816	3397	155
1817	3399	153
1818	3401	151
1819	3403	149
1820	3405	147
1821	3406	145
1822	3408	143
1823	3410	142
1824	3413	140
1825	3414	138
1826	3416	136
1827	3418	134
1828	3420	132
1829	3421	130
1830	3423	129
1831	3425	127
1832	3426	125
1833	3429	123
1834	3430	121
1835	3432	119
1836	3433	117
1837	3436	115
1838	3439	114
1839	3441	112
1840	3443	110
1841	3446	108
1842	3447	106
1843	3449	104
1844	3450	102
1845	3452	100
1846	3454	99
1847	3455	97
1848	3457	95
1849	3459	93
1850	3462	91
1851	3463	89
1852	3465	87
1853	3466	86
1854	3470	84
1855	3472	82
1856	3474	80
1857	3475	78
1858	3478	76
1859	3480	74
1860	3481	72
1861	3483	71
1862	3485	69
1863	3486	67
1864	3488	65
1865	3489	63
1866	3491	61
1867	3494	59
1868	3496	57
1869	3498	56
1870	3501	54
1871	3503	52
1872	3505	50
1873	3507	48
1874	3510	46
1875	3511	44
1876	3513	43
1877	3515	41
1878	3518	39
1879	3520	37
1880	3522	35
1881	3524	33
1882	3527	31
1883	3528	29
1884	3530	28
1885	3532	26
1886	3535	24
1887	3536	22
1888	3538	20
1889	3540	18
1890	3543	16
1891	3544	14
1892	3546	13
1893	3547	11
1894	3549	9
1895	3551	7
1896	3553	5
1897	3554	3
1898	3556	1
1899	3559	0
